% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.098	1	3	10	9	28	28	2196	0	0
0.099	1	8	10	10	34	28	2196	0	0
0.1	1	16	11	1	35	28	2196	0	0
0.101	1	5	11	2	36	28	2196	0	0
0.102	1	2	11	3	37	28	2196	0	0
0.103	1	19	11	4	43	28	2196	0	0
0.104	1	6	11	5	44	28	2196	0	0
0.105	1	25	11	6	45	28	2196	0	0
0.106	1	4	11	7	46	28	2196	0	0
0.107	1	22	11	8	48	28	2196	0	0
0.108	1	12	11	9	49	28	2196	0	0
0.109	1	13	11	10	50	28	2196	0	0
0.11	1	20	12	1	51	28	2196	0	0
0.111	1	0	12	2	1	28	2196	0	0
0.112	1	0	12	3	2	28	2196	0	0
0.113	1	0	12	4	3	28	2196	0	0
0.114	1	10	12	5	4	28	2196	0	0
0.115	1	11	12	6	13	28	2196	0	0
0.116	1	21	12	7	53	28	2196	0	0
0.117	1	18	12	8	14	28	2196	0	0
0.118	1	23	12	9	15	28	2196	0	0
0.119	1	14	12	10	16	28	2196	0	0
0.12	1	24	13	1	25	28	2196	0	0
0.121	1	1	13	2	26	28	2196	0	0
0.122	1	17	13	3	27	28	2196	0	0
0.123	1	3	13	4	28	28	2196	0	0
0.124	1	8	13	5	34	28	2196	0	0
0.125	1	16	13	6	35	28	2196	0	0
0.126	1	5	13	7	36	28	2196	0	0
0.127	1	2	13	8	37	28	2196	0	0
0.128	1	19	13	9	43	28	2196	0	0
0.129	1	6	13	10	44	28	2196	0	0
0.13	1	25	14	1	45	28	2196	0	0
0.131	1	4	14	2	46	28	2196	0	0
0.132	1	22	14	3	48	28	2196	0	0
0.133	1	12	14	4	49	28	2196	0	0
0.134	1	13	14	5	50	28	2196	0	0
0.135	1	20	14	6	51	28	2196	0	0
0.136	1	0	14	7	1	28	2196	0	0
0.137	1	0	14	8	2	28	2196	0	0
0.138	1	0	14	9	3	28	2196	0	0
0.139	1	10	14	10	4	28	2196	0	0
0.14	1	11	15	1	13	28	2196	0	0
0.141	1	21	15	2	53	28	2196	0	0
0.142	1	18	15	3	14	28	2196	0	0
0.143	1	23	15	4	15	28	2196	0	0
0.144	1	14	15	5	16	28	2196	0	0
0.145	1	24	15	6	25	28	2196	0	0
0.146	1	1	15	7	26	28	2196	0	0
0.147	1	17	15	8	27	28	2196	0	0
0.148	1	3	15	9	28	28	2196	0	0
0.149	1	8	15	10	34	28	2196	0	0
0.15	1	16	16	1	35	28	2196	0	0
0.151	1	5	16	2	36	28	2196	0	0
0.152	1	2	16	3	37	28	2196	0	0
0.153	1	19	16	4	43	28	2196	0	0
0.154	1	6	16	5	44	28	2196	0	0
0.155	1	25	16	6	45	28	2196	0	0
0.156	1	4	16	7	46	28	2196	0	0
0.157	1	22	16	8	48	28	2196	0	0
0.158	1	12	16	9	49	28	2196	0	0
0.159	1	13	16	10	50	28	2196	0	0
0.16	1	20	17	1	51	28	2196	0	0
0.161	1	0	17	2	1	28	2196	0	0
0.162	1	0	17	3	2	28	2196	0	0
0.163	1	0	17	4	3	28	2196	0	0
0.164	1	10	17	5	4	28	2196	0	0
0.165	1	11	17	6	13	28	2196	0	0
0.166	1	21	17	7	53	28	2196	0	0
0.167	1	18	17	8	14	28	2196	0	0
0.168	1	23	17	9	15	28	2196	0	0
0.169	1	14	17	10	16	28	2196	0	0
0.17	1	24	18	1	25	28	2196	0	0
0.171	1	1	18	2	26	28	2196	0	0
0.172	1	17	18	3	27	28	2196	0	0
0.173	1	3	18	4	28	28	2196	0	0
0.174	1	8	18	5	34	28	2196	0	0
0.175	1	16	18	6	35	28	2196	0	0
0.176	1	5	18	7	36	28	2196	0	0
0.177	1	2	18	8	37	28	2196	0	0
0.178	1	19	18	9	43	28	2196	0	0
0.179	1	6	18	10	44	28	2196	0	0
0.18	1	25	19	1	45	28	2196	0	0
0.181	1	4	19	2	46	28	2196	0	0
0.182	1	22	19	3	48	28	2196	0	0
0.183	1	12	19	4	49	28	2196	0	0
0.184	1	13	19	5	50	28	2196	0	0
0.185	1	20	19	6	51	28	2196	0	0
0.186	1	0	19	7	1	28	2196	0	0
0.187	1	0	19	8	2	28	2196	0	0
0.188	1	0	19	9	3	28	2196	0	0
0.189	1	10	19	10	4	28	2196	0	0
0.19	1	11	20	1	13	28	2196	0	0
0.191	1	21	20	2	53	28	2196	0	0
0.192	1	18	20	3	14	28	2196	0	0
0.193	1	23	20	4	15	28	2196	0	0
0.194	1	14	20	5	16	28	2196	0	0
0.195	1	24	20	6	25	28	2196	0	0
0.196	1	1	20	7	26	28	2196	0	0
0.197	1	17	20	8	27	28	2196	0	0
0.198	1	3	20	9	28	28	2196	0	0
0.199	1	8	20	10	34	28	2196	0	0
0.2	1	16	21	1	35	28	2196	0	0
0.201	1	5	21	2	36	28	2196	0	0
0.202	1	2	21	3	37	28	2196	0	0
0.203	1	19	21	4	43	28	2196	0	0
0.204	1	6	21	5	44	28	2196	0	0
0.205	1	25	21	6	45	28	2196	0	0
0.206	1	4	21	7	46	28	2196	0	0
0.207	1	22	21	8	48	28	2196	0	0
0.208	1	12	21	9	49	28	2196	0	0
0.209	1	13	21	10	50	28	2196	0	0
0.21	1	20	22	1	51	28	2196	0	0
0.211	1	0	22	2	1	28	2196	0	0
0.212	1	0	22	3	2	28	2196	0	0
0.213	1	0	22	4	3	28	2196	0	0
0.214	1	10	22	5	4	28	2196	0	0
0.215	1	11	22	6	13	28	2196	0	0
0.216	1	21	22	7	53	28	2196	0	0
0.217	1	18	22	8	14	28	2196	0	0
0.218	1	23	22	9	15	28	2196	0	0
0.219	1	14	22	10	16	28	2196	0	0
0.22	1	24	23	1	25	28	2196	0	0
0.221	1	1	23	2	26	28	2196	0	0
0.222	1	17	23	3	27	28	2196	0	0
0.223	1	3	23	4	28	28	2196	0	0
0.224	1	8	23	5	34	28	2196	0	0
0.225	1	16	23	6	35	28	2196	0	0
0.226	1	5	23	7	36	28	2196	0	0
0.227	1	2	23	8	37	28	2196	0	0
0.228	1	19	23	9	43	28	2196	0	0
0.229	1	6	23	10	44	28	2196	0	0
0.23	1	25	24	1	45	28	2196	0	0
0.231	1	4	24	2	46	28	2196	0	0
0.232	1	22	24	3	48	28	2196	0	0
0.233	1	12	24	4	49	28	2196	0	0
0.234	1	13	24	5	50	28	2196	0	0
0.235	1	20	24	6	51	28	2196	0	0
0.236	1	0	24	7	1	28	2196	0	0
0.237	1	0	24	8	2	28	2196	0	0
0.238	1	0	24	9	3	28	2196	0	0
0.239	1	10	24	10	4	28	2196	0	0
0.24	1	11	25	1	13	28	2196	0	0
0.241	1	21	25	2	53	28	2196	0	0
0.242	1	18	25	3	14	28	2196	0	0
0.243	1	23	25	4	15	28	2196	0	0
0.244	1	14	25	5	16	28	2196	0	0
0.245	1	24	25	6	25	28	2196	0	0
0.246	1	1	25	7	26	28	2196	0	0
0.247	1	17	25	8	27	28	2196	0	0
0.248	1	3	25	9	28	28	2196	0	0
0.249	1	8	25	10	34	28	2196	0	0
0.25	1	16	26	1	35	28	2196	0	0
0.251	1	5	26	2	36	28	2196	0	0
0.252	1	2	26	3	37	28	2196	0	0
0.253	1	19	26	4	43	28	2196	0	0
0.254	1	6	26	5	44	28	2196	0	0
0.255	1	25	26	6	45	28	2196	0	0
0.256	1	4	26	7	46	28	2196	0	0
0.257	1	22	26	8	48	28	2196	0	0
0.258	1	12	26	9	49	28	2196	0	0
0.259	1	13	26	10	50	28	2196	0	0
0.26	1	20	27	1	51	28	2196	0	0
0.261	1	0	27	2	1	28	2196	0	0
0.262	1	0	27	3	2	28	2196	0	0
0.263	1	0	27	4	3	28	2196	0	0
0.264	1	10	27	5	4	28	2196	0	0
0.265	1	11	27	6	13	28	2196	0	0
0.266	1	21	27	7	53	28	2196	0	0
0.267	1	18	27	8	14	28	2196	0	0
0.268	1	23	27	9	15	28	2196	0	0
0.269	1	14	27	10	16	28	2196	0	0
0.27	1	24	28	1	25	28	2196	0	0
0.271	1	1	28	2	26	28	2196	0	0
0.272	1	17	28	3	27	28	2196	0	0
0.273	1	3	28	4	28	28	2196	0	0
0.274	1	8	28	5	34	28	2196	0	0
0.275	1	16	28	6	35	28	2196	0	0
0.276	1	5	28	7	36	28	2196	0	0
0.277	1	2	28	8	37	28	2196	0	0
0.278	1	19	28	9	43	28	2196	0	0
0.279	1	6	28	10	44	28	2196	0	0
0.28	1	25	29	1	45	28	2196	0	0
0.281	1	4	29	2	46	28	2196	0	0
0.282	1	22	29	3	48	28	2196	0	0
0.283	1	12	29	4	49	28	2196	0	0
0.284	1	13	29	5	50	28	2196	0	0
0.285	1	20	29	6	51	28	2196	0	0
0.286	1	0	29	7	1	28	2196	0	0
0.287	1	0	29	8	2	28	2196	0	0
0.288	1	0	29	9	3	28	2196	0	0
0.289	1	10	29	10	4	28	2196	0	0
0.29	1	11	30	1	13	28	2196	0	0
0.291	1	21	30	2	53	28	2196	0	0
0.292	1	18	30	3	14	28	2196	0	0
0.293	1	23	30	4	15	28	2196	0	0
0.294	1	14	30	5	16	28	2196	0	0
0.295	1	24	30	6	25	28	2196	0	0
0.296	1	1	30	7	26	28	2196	0	0
0.297	1	17	30	8	27	28	2196	0	0
0.298	1	3	30	9	28	28	2196	0	0
0.299	1	8	30	10	34	28	2196	0	0
0.3	1	16	31	1	35	28	2196	0	0
0.301	1	5	31	2	36	28	2196	0	0
0.302	1	2	31	3	37	28	2196	0	0
0.303	1	19	31	4	43	28	2196	0	0
0.304	1	6	31	5	44	28	2196	0	0
0.305	1	25	31	6	45	28	2196	0	0
0.306	1	4	31	7	46	28	2196	0	0
0.307	1	22	31	8	48	28	2196	0	0
0.308	1	12	31	9	49	28	2196	0	0
0.309	1	13	31	10	50	28	2196	0	0
0.31	1	20	32	1	51	28	2196	0	0
0.311	1	0	32	2	1	28	2196	0	0
0.312	1	0	32	3	2	28	2196	0	0
0.313	1	0	32	4	3	28	2196	0	0
0.314	1	10	32	5	4	28	2196	0	0
0.315	1	11	32	6	13	28	2196	0	0
0.316	1	21	32	7	53	28	2196	0	0
0.317	1	18	32	8	14	28	2196	0	0
0.318	1	23	32	9	15	28	2196	0	0
0.319	1	14	32	10	16	28	2196	0	0
0.32	1	24	33	1	25	28	2196	0	0
0.321	1	1	33	2	26	28	2196	0	0
0.322	1	17	33	3	27	28	2196	0	0
0.323	1	3	33	4	28	28	2196	0	0
0.324	1	8	33	5	34	28	2196	0	0
0.325	1	16	33	6	35	28	2196	0	0
0.326	1	5	33	7	36	28	2196	0	0
0.327	1	2	33	8	37	28	2196	0	0
0.328	1	19	33	9	43	28	2196	0	0
0.329	1	6	33	10	44	28	2196	0	0
0.33	1	25	34	1	45	28	2196	0	0
0.331	1	4	34	2	46	28	2196	0	0
0.332	1	22	34	3	48	28	2196	0	0
0.333	1	12	34	4	49	28	2196	0	0
0.334	1	13	34	5	50	28	2196	0	0
0.335	1	20	34	6	51	28	2196	0	0
0.336	1	0	34	7	1	28	2196	0	0
0.337	1	0	34	8	2	28	2196	0	0
0.338	1	0	34	9	3	28	2196	0	0
0.339	1	10	34	10	4	28	2196	0	0
0.34	1	11	35	1	13	28	2196	0	0
0.341	1	21	35	2	53	28	2196	0	0
0.342	1	18	35	3	14	28	2196	0	0
0.343	1	23	35	4	15	28	2196	0	0
0.344	1	14	35	5	16	28	2196	0	0
0.345	1	24	35	6	25	28	2196	0	0
0.346	1	1	35	7	26	28	2196	0	0
0.347	1	17	35	8	27	28	2196	0	0
0.348	1	3	35	9	28	28	2196	0	0
0.349	1	8	35	10	34	28	2196	0	0
0.35	1	16	36	1	35	28	2196	0	0
0.351	1	5	36	2	36	28	2196	0	0
0.352	1	2	36	3	37	28	2196	0	0
0.353	1	19	36	4	43	28	2196	0	0
0.354	1	6	36	5	44	28	2196	0	0
0.355	1	25	36	6	45	28	2196	0	0
0.356	1	4	36	7	46	28	2196	0	0
0.357	1	22	36	8	48	28	2196	0	0
0.358	1	12	36	9	49	28	2196	0	0
0.359	1	13	36	10	50	28	2196	0	0
0.36	1	20	37	1	51	28	2196	0	0
0.361	1	0	37	2	1	28	2196	0	0
0.362	1	0	37	3	2	28	2196	0	0
0.363	1	0	37	4	3	28	2196	0	0
0.364	1	10	37	5	4	28	2196	0	0
0.365	1	11	37	6	13	28	2196	0	0
0.366	1	21	37	7	53	28	2196	0	0
0.367	1	18	37	8	14	28	2196	0	0
0.368	1	23	37	9	15	28	2196	0	0
0.369	1	14	37	10	16	28	2196	0	0
0.37	1	24	38	1	25	28	2196	0	0
0.371	1	1	38	2	26	28	2196	0	0
0.372	1	17	38	3	27	28	2196	0	0
0.373	1	3	38	4	28	28	2196	0	0
0.374	1	8	38	5	34	28	2196	0	0
0.375	1	16	38	6	35	28	2196	0	0
0.376	1	5	38	7	36	28	2196	0	0
0.377	1	2	38	8	37	28	2196	0	0
0.378	1	19	38	9	43	28	2196	0	0
0.379	1	6	38	10	44	28	2196	0	0
0.38	1	25	39	1	45	28	2196	0	0
0.381	1	4	39	2	46	28	2196	0	0
0.382	1	22	39	3	48	28	2196	0	0
0.383	1	12	39	4	49	28	2196	0	0
0.384	1	13	39	5	50	28	2196	0	0
0.385	1	20	39	6	51	28	2196	0	0
0.386	1	0	39	7	1	28	2196	0	0
0.387	1	0	39	8	2	28	2196	0	0
0.388	1	0	39	9	3	28	2196	0	0
0.389	1	10	39	10	4	28	2196	0	0
0.39	1	11	40	1	13	28	2196	0	0
0.391	1	21	40	2	53	28	2196	0	0
0.392	1	18	40	3	14	28	2196	0	0
0.393	1	23	40	4	15	28	2196	0	0
0.394	1	14	40	5	16	28	2196	0	0
0.395	1	24	40	6	25	28	2196	0	0
0.396	1	1	40	7	26	28	2196	0	0
0.397	1	17	40	8	27	28	2196	0	0
0.398	1	3	40	9	28	28	2196	0	0
0.399	1	8	40	10	34	28	2196	0	0
0.4	1	16	41	1	35	28	2196	0	0
0.401	1	5	41	2	36	28	2196	0	0
0.402	1	2	41	3	37	28	2196	0	0
0.403	1	19	41	4	43	28	2196	0	0
0.404	1	6	41	5	44	28	2196	0	0
0.405	1	25	41	6	45	28	2196	0	0
0.406	1	4	41	7	46	28	2196	0	0
0.407	1	22	41	8	48	28	2196	0	0
0.408	1	12	41	9	49	28	2196	0	0
0.409	1	13	41	10	50	28	2196	0	0
0.41	1	20	42	1	51	28	2196	0	0
0.411	1	0	42	2	1	28	2196	0	0
0.412	1	0	42	3	2	28	2196	0	0
0.413	1	0	42	4	3	28	2196	0	0
0.414	1	10	42	5	4	28	2196	0	0
0.415	1	11	42	6	13	28	2196	0	0
0.416	1	21	42	7	53	28	2196	0	0
0.417	1	18	42	8	14	28	2196	0	0
0.418	1	23	42	9	15	28	2196	0	0
0.419	1	14	42	10	16	28	2196	0	0
0.42	1	24	43	1	25	28	2196	0	0
0.421	1	1	43	2	26	28	2196	0	0
0.422	1	17	43	3	27	28	2196	0	0
0.423	1	3	43	4	28	28	2196	0	0
0.424	1	8	43	5	34	28	2196	0	0
0.425	1	16	43	6	35	28	2196	0	0
0.426	1	5	43	7	36	28	2196	0	0
0.427	1	2	43	8	37	28	2196	0	0
0.428	1	19	43	9	43	28	2196	0	0
0.429	1	6	43	10	44	28	2196	0	0
0.43	1	25	44	1	45	28	2196	0	0
0.431	1	4	44	2	46	28	2196	0	0
0.432	1	22	44	3	48	28	2196	0	0
0.433	1	12	44	4	49	28	2196	0	0
0.434	1	13	44	5	50	28	2196	0	0
0.435	1	20	44	6	51	28	2196	0	0
0.436	1	0	44	7	1	28	2196	0	0
0.437	1	0	44	8	2	28	2196	0	0
0.438	1	0	44	9	3	28	2196	0	0
0.439	1	10	44	10	4	28	2196	0	0
0.44	1	11	45	1	13	28	2196	0	0
0.441	1	21	45	2	53	28	2196	0	0
0.442	1	18	45	3	14	28	2196	0	0
0.443	1	23	45	4	15	28	2196	0	0
0.444	1	14	45	5	16	28	2196	0	0
0.445	1	24	45	6	25	28	2196	0	0
0.446	1	1	45	7	26	28	2196	0	0
0.447	1	17	45	8	27	28	2196	0	0
0.448	1	3	45	9	28	28	2196	0	0
0.449	1	8	45	10	34	28	2196	0	0
0.45	1	16	46	1	35	28	2196	0	0
0.451	1	5	46	2	36	28	2196	0	0
0.452	1	2	46	3	37	28	2196	0	0
0.453	1	19	46	4	43	28	2196	0	0
0.454	1	6	46	5	44	28	2196	0	0
0.455	1	25	46	6	45	28	2196	0	0
0.456	1	4	46	7	46	28	2196	0	0
0.457	1	22	46	8	48	28	2196	0	0
0.458	1	12	46	9	49	28	2196	0	0
0.459	1	13	46	10	50	28	2196	0	0
0.46	1	20	47	1	51	28	2196	0	0
0.461	1	0	47	2	1	28	2196	0	0
0.462	1	0	47	3	2	28	2196	0	0
0.463	1	0	47	4	3	28	2196	0	0
0.464	1	10	47	5	4	28	2196	0	0
0.465	1	11	47	6	13	28	2196	0	0
0.466	1	21	47	7	53	28	2196	0	0
0.467	1	18	47	8	14	28	2196	0	0
0.468	1	23	47	9	15	28	2196	0	0
0.469	1	14	47	10	16	28	2196	0	0
0.47	1	24	48	1	25	28	2196	0	0
0.471	1	1	48	2	26	28	2196	0	0
0.472	1	17	48	3	27	28	2196	0	0
0.473	1	3	48	4	28	28	2196	0	0
0.474	1	8	48	5	34	28	2196	0	0
0.475	1	16	48	6	35	28	2196	0	0
0.476	1	5	48	7	36	28	2196	0	0
0.477	1	2	48	8	37	28	2196	0	0
0.478	1	19	48	9	43	28	2196	0	0
0.479	1	6	48	10	44	28	2196	0	0
0.48	1	25	49	1	45	28	2196	0	0
0.481	1	4	49	2	46	28	2196	0	0
0.482	1	22	49	3	48	28	2196	0	0
0.483	1	12	49	4	49	28	2196	0	0
0.484	1	13	49	5	50	28	2196	0	0
0.485	1	20	49	6	51	28	2196	0	0
0.486	1	0	49	7	1	28	2196	0	0
0.487	1	0	49	8	2	28	2196	0	0
0.488	1	0	49	9	3	28	2196	0	0
0.489	1	10	49	10	4	28	2196	0	0
0.49	1	11	50	1	13	28	2196	0	0
0.491	1	21	50	2	53	28	2196	0	0
0.492	1	18	50	3	14	28	2196	0	0
0.493	1	23	50	4	15	28	2196	0	0
0.494	1	14	50	5	16	28	2196	0	0
0.495	1	24	50	6	25	28	2196	0	0
0.496	1	1	50	7	26	28	2196	0	0
0.497	1	17	50	8	27	28	2196	0	0
0.498	1	3	50	9	28	28	2196	0	0
0.499	1	8	50	10	34	28	2196	0	0
0.5	1	16	51	1	35	28	2196	0	0
0.501	1	5	51	2	36	28	2196	0	0
0.502	1	2	51	3	37	28	2196	0	0
0.503	1	19	51	4	43	28	2196	0	0
0.504	1	6	51	5	44	28	2196	0	0
0.505	1	25	51	6	45	28	2196	0	0
0.506	1	4	51	7	46	28	2196	0	0
0.507	1	22	51	8	48	28	2196	0	0
0.508	1	12	51	9	49	28	2196	0	0
0.509	1	13	51	10	50	28	2196	0	0
0.51	1	20	52	1	51	28	2196	0	0
0.511	1	0	52	2	1	28	2196	0	0
0.512	1	0	52	3	2	28	2196	0	0
0.513	1	0	52	4	3	28	2196	0	0
0.514	1	10	52	5	4	28	2196	0	0
0.515	1	11	52	6	13	28	2196	0	0
0.516	1	21	52	7	53	28	2196	0	0
0.517	1	18	52	8	14	28	2196	0	0
0.518	1	23	52	9	15	28	2196	0	0
0.519	1	14	52	10	16	28	2196	0	0
0.52	1	24	53	1	25	28	2196	0	0
0.521	1	1	53	2	26	28	2196	0	0
0.522	1	17	53	3	27	28	2196	0	0
0.523	1	3	53	4	28	28	2196	0	0
0.524	1	8	53	5	34	28	2196	0	0
0.525	1	16	53	6	35	28	2196	0	0
0.526	1	5	53	7	36	28	2196	0	0
0.527	1	2	53	8	37	28	2196	0	0
0.528	1	19	53	9	43	28	2196	0	0
0.529	1	6	53	10	44	28	2196	0	0
0.53	1	25	54	1	45	28	2196	0	0
0.531	1	4	54	2	46	28	2196	0	0
0.532	1	22	54	3	48	28	2196	0	0
0.533	1	12	54	4	49	28	2196	0	0
0.534	1	13	54	5	50	28	2196	0	0
0.535	1	20	54	6	51	28	2196	0	0
0.536	1	0	54	7	1	28	2196	0	0
0.537	1	0	54	8	2	28	2196	0	0
0.538	1	0	54	9	3	28	2196	0	0
0.539	1	10	54	10	4	28	2196	0	0
0.54	1	11	55	1	13	28	2196	0	0
0.541	1	21	55	2	53	28	2196	0	0
0.542	1	18	55	3	14	28	2196	0	0
0.543	1	23	55	4	15	28	2196	0	0
0.544	1	14	55	5	16	28	2196	0	0
0.545	1	24	55	6	25	28	2196	0	0
0.546	1	1	55	7	26	28	2196	0	0
0.547	1	17	55	8	27	28	2196	0	0
0.548	1	3	55	9	28	28	2196	0	0
0.549	1	8	55	10	34	28	2196	0	0
0.55	1	16	56	1	35	28	2196	0	0
0.551	1	5	56	2	36	28	2196	0	0
0.552	1	2	56	3	37	28	2196	0	0
0.553	1	19	56	4	43	28	2196	0	0
0.554	1	6	56	5	44	28	2196	0	0
0.555	1	25	56	6	45	28	2196	0	0
0.556	1	4	56	7	46	28	2196	0	0
0.557	1	22	56	8	48	28	2196	0	0
0.558	1	12	56	9	49	28	2196	0	0
0.559	1	13	56	10	50	28	2196	0	0
0.56	1	20	57	1	51	28	2196	0	0
0.561	1	0	57	2	1	28	2196	0	0
0.562	1	0	57	3	2	28	2196	0	0
0.563	1	0	57	4	3	28	2196	0	0
0.564	1	10	57	5	4	28	2196	0	0
0.565	1	11	57	6	13	28	2196	0	0
0.566	1	21	57	7	53	28	2196	0	0
0.567	1	18	57	8	14	28	2196	0	0
0.568	1	23	57	9	15	28	2196	0	0
0.569	1	14	57	10	16	28	2196	0	0
0.57	1	24	58	1	25	28	2196	0	0
0.571	1	1	58	2	26	28	2196	0	0
0.572	1	17	58	3	27	28	2196	0	0
0.573	1	3	58	4	28	28	2196	0	0
0.574	1	8	58	5	34	28	2196	0	0
0.575	1	16	58	6	35	28	2196	0	0
0.576	1	5	58	7	36	28	2196	0	0
0.577	1	2	58	8	37	28	2196	0	0
0.578	1	19	58	9	43	28	2196	0	0
0.579	1	6	58	10	44	28	2196	0	0
0.58	1	25	59	1	45	28	2196	0	0
0.581	1	4	59	2	46	28	2196	0	0
0.582	1	22	59	3	48	28	2196	0	0
0.583	1	12	59	4	49	28	2196	0	0
0.584	1	13	59	5	50	28	2196	0	0
0.585	1	20	59	6	51	28	2196	0	0
0.586	1	0	59	7	1	28	2196	0	0
0.587	1	0	59	8	2	28	2196	0	0
0.588	1	0	59	9	3	28	2196	0	0
0.589	1	10	59	10	4	28	2196	0	0
0.59	1	11	60	1	13	28	2196	0	0
0.591	1	21	60	2	53	28	2196	0	0
0.592	1	18	60	3	14	28	2196	0	0
0.593	1	23	60	4	15	28	2196	0	0
0.594	1	14	60	5	16	28	2196	0	0
0.595	1	24	60	6	25	28	2196	0	0
0.596	1	1	60	7	26	28	2196	0	0
0.597	1	17	60	8	27	28	2196	0	0
0.598	1	3	60	9	28	28	2196	0	0
0.599	1	8	60	10	34	28	2196	0	0
0.6	1	16	61	1	35	28	2196	0	0
0.601	1	5	61	2	36	28	2196	0	0
0.602	1	2	61	3	37	28	2196	0	0
0.603	1	19	61	4	43	28	2196	0	0
0.604	1	6	61	5	44	28	2196	0	0
0.605	1	25	61	6	45	28	2196	0	0
0.606	1	4	61	7	46	28	2196	0	0
0.607	1	22	61	8	48	28	2196	0	0
0.608	1	12	61	9	49	28	2196	0	0
0.609	1	13	61	10	50	28	2196	0	0
0.61	1	20	62	1	51	28	2196	0	0
0.611	1	0	62	2	1	28	2196	0	0
0.612	1	0	62	3	2	28	2196	0	0
0.613	1	0	62	4	3	28	2196	0	0
0.614	1	10	62	5	4	28	2196	0	0
0.615	1	11	62	6	13	28	2196	0	0
0.616	1	21	62	7	53	28	2196	0	0
0.617	1	18	62	8	14	28	2196	0	0
0.618	1	23	62	9	15	28	2196	0	0
0.619	1	14	62	10	16	28	2196	0	0
0.62	1	24	63	1	25	28	2196	0	0
0.621	1	1	63	2	26	28	2196	0	0
0.622	1	17	63	3	27	28	2196	0	0
