% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.325	1	11	33	6	13	28	2196	0	0
0.326	1	18	33	7	14	28	2196	0	0
0.327	1	14	33	8	16	28	2196	0	0
0.328	1	1	33	9	26	28	2196	0	0
0.329	1	17	33	10	27	28	2196	0	0
0.33	1	3	34	1	28	28	2196	0	0
0.331	1	8	34	2	34	28	2196	0	0
0.332	1	16	34	3	35	28	2196	0	0
0.333	1	5	34	4	36	28	2196	0	0
0.334	1	2	34	5	37	28	2196	0	0
0.335	1	19	34	6	43	28	2196	0	0
0.336	1	6	34	7	44	28	2196	0	0
0.337	1	4	34	8	46	28	2196	0	0
0.338	1	22	34	9	48	28	2196	0	0
0.339	1	12	34	10	49	28	2196	0	0
0.34	1	13	35	1	50	28	2196	0	0
0.341	1	20	35	2	51	28	2196	0	0
0.342	1	21	35	3	53	28	2196	0	0
0.343	1	23	35	4	15	26	1836	0	0
0.344	1	24	35	5	25	24	1620	0	0
0.345	1	22	35	6	48	28	2196	0	0
0.346	1	25	35	7	45	22	1383	0	0
0.35	1	23	36	1	15	26	1836	0	0
0.351	1	24	36	2	25	24	1620	0	0
0.353	1	25	36	4	45	22	1383	0	0
0.421	1	15	43	2	1	28	2196	0	0
0.422	1	9	43	3	2	28	2196	0	0
0.423	1	7	43	4	3	28	2196	0	0
0.424	1	10	43	5	4	28	2196	0	0
0.425	1	11	43	6	13	28	2196	0	0
0.426	1	18	43	7	14	28	2196	0	0
0.427	1	14	43	8	16	28	2196	0	0
0.428	1	1	43	9	26	28	2196	0	0
0.429	1	17	43	10	27	28	2196	0	0
0.43	1	3	44	1	28	28	2196	0	0
0.431	1	8	44	2	34	28	2196	0	0
0.432	1	16	44	3	35	28	2196	0	0
0.433	1	5	44	4	36	28	2196	0	0
0.434	1	2	44	5	37	28	2196	0	0
0.435	1	19	44	6	43	28	2196	0	0
0.436	1	6	44	7	44	28	2196	0	0
0.437	1	4	44	8	46	28	2196	0	0
0.438	1	22	44	9	48	28	2196	0	0
0.439	1	12	44	10	49	28	2196	0	0
0.44	1	13	45	1	50	28	2196	0	0
0.441	1	20	45	2	51	28	2196	0	0
0.442	1	21	45	3	53	28	2196	0	0
0.443	1	23	45	4	15	26	1836	0	0
0.444	1	24	45	5	25	24	1620	0	0
0.445	1	22	45	6	48	28	2196	0	0
0.446	1	25	45	7	45	22	1383	0	0
0.45	1	23	46	1	15	26	1836	0	0
0.451	1	24	46	2	25	24	1620	0	0
0.453	1	25	46	4	45	22	1383	0	0
0.521	1	15	53	2	1	28	2196	0	0
0.522	1	9	53	3	2	28	2196	0	0
0.523	1	7	53	4	3	28	2196	0	0
0.524	1	10	53	5	4	28	2196	0	0
0.525	1	11	53	6	13	28	2196	0	0
0.526	1	18	53	7	14	28	2196	0	0
0.527	1	14	53	8	16	28	2196	0	0
0.528	1	1	53	9	26	28	2196	0	0
0.529	1	17	53	10	27	28	2196	0	0
0.53	1	3	54	1	28	28	2196	0	0
0.531	1	8	54	2	34	28	2196	0	0
0.532	1	16	54	3	35	28	2196	0	0
0.533	1	5	54	4	36	28	2196	0	0
0.534	1	2	54	5	37	28	2196	0	0
0.535	1	19	54	6	43	28	2196	0	0
0.536	1	6	54	7	44	28	2196	0	0
0.537	1	4	54	8	46	28	2196	0	0
0.538	1	22	54	9	48	28	2196	0	0
0.539	1	12	54	10	49	28	2196	0	0
0.54	1	13	55	1	50	28	2196	0	0
0.541	1	20	55	2	51	28	2196	0	0
0.542	1	21	55	3	53	28	2196	0	0
0.543	1	23	55	4	15	26	1836	0	0
0.544	1	24	55	5	25	24	1620	0	0
0.545	1	22	55	6	48	28	2196	0	0
0.546	1	25	55	7	45	22	1383	0	0
0.55	1	23	56	1	15	26	1836	0	0
0.551	1	24	56	2	25	24	1620	0	0
0.553	1	25	56	4	45	22	1383	0	0
0.621	1	15	63	2	1	28	2196	0	0
0.622	1	9	63	3	2	28	2196	0	0
0.623	1	7	63	4	3	28	2196	0	0
0.624	1	10	63	5	4	28	2196	0	0
0.625	1	11	63	6	13	28	2196	0	0
0.626	1	18	63	7	14	28	2196	0	0
0.627	1	14	63	8	16	28	2196	0	0
0.628	1	1	63	9	26	28	2196	0	0
0.629	1	17	63	10	27	28	2196	0	0
0.63	1	3	64	1	28	28	2196	0	0
0.631	1	8	64	2	34	28	2196	0	0
0.632	1	16	64	3	35	28	2196	0	0
0.633	1	5	64	4	36	28	2196	0	0
0.634	1	2	64	5	37	28	2196	0	0
0.635	1	19	64	6	43	28	2196	0	0
0.636	1	6	64	7	44	28	2196	0	0
0.637	1	4	64	8	46	28	2196	0	0
0.638	1	22	64	9	48	28	2196	0	0
0.639	1	12	64	10	49	28	2196	0	0
0.64	1	13	65	1	50	28	2196	0	0
0.641	1	20	65	2	51	28	2196	0	0
0.642	1	21	65	3	53	28	2196	0	0
0.643	1	23	65	4	15	26	1836	0	0
0.644	1	24	65	5	25	24	1620	0	0
0.645	1	22	65	6	48	28	2196	0	0
0.646	1	25	65	7	45	22	1383	0	0
0.65	1	23	66	1	15	26	1836	0	0
0.651	1	24	66	2	25	24	1620	0	0
0.653	1	25	66	4	45	22	1383	0	0
0.721	1	15	73	2	1	28	2196	0	0
0.722	1	9	73	3	2	28	2196	0	0
0.723	1	7	73	4	3	28	2196	0	0
0.724	1	10	73	5	4	28	2196	0	0
0.725	1	11	73	6	13	28	2196	0	0
0.726	1	18	73	7	14	28	2196	0	0
0.727	1	14	73	8	16	28	2196	0	0
0.728	1	1	73	9	26	28	2196	0	0
0.729	1	17	73	10	27	28	2196	0	0
0.73	1	3	74	1	28	28	2196	0	0
0.731	1	8	74	2	34	28	2196	0	0
0.732	1	16	74	3	35	28	2196	0	0
0.733	1	5	74	4	36	28	2196	0	0
0.734	1	2	74	5	37	28	2196	0	0
0.735	1	19	74	6	43	28	2196	0	0
0.736	1	6	74	7	44	28	2196	0	0
0.737	1	4	74	8	46	28	2196	0	0
0.738	1	22	74	9	48	28	2196	0	0
0.739	1	12	74	10	49	28	2196	0	0
0.74	1	13	75	1	50	28	2196	0	0
0.741	1	20	75	2	51	28	2196	0	0
0.742	1	21	75	3	53	28	2196	0	0
0.743	1	23	75	4	15	26	1836	0	0
0.744	1	24	75	5	25	24	1620	0	0
0.745	1	22	75	6	48	28	2196	0	0
0.746	1	25	75	7	45	22	1383	0	0
0.75	1	23	76	1	15	26	1836	0	0
0.751	1	24	76	2	25	24	1620	0	0
0.753	1	25	76	4	45	22	1383	0	0
0.821	1	15	83	2	1	28	2196	0	0
0.822	1	9	83	3	2	28	2196	0	0
0.823	1	7	83	4	3	28	2196	0	0
0.824	1	10	83	5	4	28	2196	0	0
0.825	1	11	83	6	13	28	2196	0	0
0.826	1	18	83	7	14	28	2196	0	0
0.827	1	14	83	8	16	28	2196	0	0
0.828	1	1	83	9	26	28	2196	0	0
0.829	1	17	83	10	27	28	2196	0	0
0.83	1	3	84	1	28	28	2196	0	0
0.831	1	8	84	2	34	28	2196	0	0
0.832	1	16	84	3	35	28	2196	0	0
0.833	1	5	84	4	36	28	2196	0	0
0.834	1	2	84	5	37	28	2196	0	0
0.835	1	19	84	6	43	28	2196	0	0
0.836	1	6	84	7	44	28	2196	0	0
0.837	1	4	84	8	46	28	2196	0	0
0.838	1	22	84	9	48	28	2196	0	0
0.839	1	12	84	10	49	28	2196	0	0
0.84	1	13	85	1	50	28	2196	0	0
0.841	1	20	85	2	51	28	2196	0	0
0.842	1	21	85	3	53	28	2196	0	0
0.843	1	23	85	4	15	26	1836	0	0
0.844	1	24	85	5	25	24	1620	0	0
0.845	1	22	85	6	48	28	2196	0	0
0.846	1	25	85	7	45	22	1383	0	0
0.85	1	23	86	1	15	26	1836	0	0
0.851	1	24	86	2	25	24	1620	0	0
0.853	1	25	86	4	45	22	1383	0	0
0.921	1	15	93	2	1	28	2196	0	0
0.922	1	9	93	3	2	28	2196	0	0
0.923	1	7	93	4	3	28	2196	0	0
0.924	1	10	93	5	4	28	2196	0	0
0.925	1	11	93	6	13	28	2196	0	0
0.926	1	18	93	7	14	28	2196	0	0
0.927	1	14	93	8	16	28	2196	0	0
0.928	1	1	93	9	26	28	2196	0	0
0.929	1	17	93	10	27	28	2196	0	0
0.93	1	3	94	1	28	28	2196	0	0
0.931	1	8	94	2	34	28	2196	0	0
0.932	1	16	94	3	35	28	2196	0	0
0.933	1	5	94	4	36	28	2196	0	0
0.934	1	2	94	5	37	28	2196	0	0
0.935	1	19	94	6	43	28	2196	0	0
0.936	1	6	94	7	44	28	2196	0	0
0.937	1	4	94	8	46	28	2196	0	0
0.938	1	22	94	9	48	28	2196	0	0
0.939	1	12	94	10	49	28	2196	0	0
0.94	1	13	95	1	50	28	2196	0	0
0.941	1	20	95	2	51	28	2196	0	0
0.942	1	21	95	3	53	28	2196	0	0
0.943	1	23	95	4	15	26	1836	0	0
0.944	1	24	95	5	25	24	1620	0	0
0.945	1	22	95	6	48	28	2196	0	0
0.946	1	25	95	7	45	22	1383	0	0
0.95	1	23	96	1	15	26	1836	0	0
0.951	1	24	96	2	25	24	1620	0	0
0.953	1	25	96	4	45	22	1383	0	0
1.021	1	15	103	2	1	28	2196	0	0
1.022	1	9	103	3	2	28	2196	0	0
1.023	1	7	103	4	3	28	2196	0	0
1.024	1	10	103	5	4	28	2196	0	0
1.025	1	11	103	6	13	28	2196	0	0
1.026	1	18	103	7	14	28	2196	0	0
1.027	1	14	103	8	16	28	2196	0	0
1.028	1	1	103	9	26	28	2196	0	0
1.029	1	17	103	10	27	28	2196	0	0
1.03	1	3	104	1	28	28	2196	0	0
1.031	1	8	104	2	34	28	2196	0	0
1.032	1	16	104	3	35	28	2196	0	0
1.033	1	5	104	4	36	28	2196	0	0
1.034	1	2	104	5	37	28	2196	0	0
1.035	1	19	104	6	43	28	2196	0	0
1.036	1	6	104	7	44	28	2196	0	0
1.037	1	4	104	8	46	28	2196	0	0
1.038	1	22	104	9	48	28	2196	0	0
1.039	1	12	104	10	49	28	2196	0	0
1.04	1	13	105	1	50	28	2196	0	0
1.041	1	20	105	2	51	28	2196	0	0
1.042	1	21	105	3	53	28	2196	0	0
1.043	1	23	105	4	15	26	1836	0	0
1.044	1	24	105	5	25	24	1620	0	0
1.045	1	22	105	6	48	28	2196	0	0
1.046	1	25	105	7	45	22	1383	0	0
1.05	1	23	106	1	15	26	1836	0	0
1.051	1	24	106	2	25	24	1620	0	0
1.053	1	25	106	4	45	22	1383	0	0
1.121	1	15	113	2	1	28	2196	0	0
1.122	1	9	113	3	2	28	2196	0	0
1.123	1	7	113	4	3	28	2196	0	0
1.124	1	10	113	5	4	28	2196	0	0
1.125	1	11	113	6	13	28	2196	0	0
1.126	1	18	113	7	14	28	2196	0	0
1.127	1	14	113	8	16	28	2196	0	0
1.128	1	1	113	9	26	28	2196	0	0
1.129	1	17	113	10	27	28	2196	0	0
1.13	1	3	114	1	28	28	2196	0	0
1.131	1	8	114	2	34	28	2196	0	0
1.132	1	16	114	3	35	28	2196	0	0
1.133	1	5	114	4	36	28	2196	0	0
1.134	1	2	114	5	37	28	2196	0	0
1.135	1	19	114	6	43	28	2196	0	0
1.136	1	6	114	7	44	28	2196	0	0
1.137	1	4	114	8	46	28	2196	0	0
1.138	1	22	114	9	48	28	2196	0	0
1.139	1	12	114	10	49	28	2196	0	0
1.14	1	13	115	1	50	28	2196	0	0
1.141	1	20	115	2	51	28	2196	0	0
1.142	1	21	115	3	53	28	2196	0	0
1.143	1	23	115	4	15	26	1836	0	0
1.144	1	24	115	5	25	24	1620	0	0
1.145	1	22	115	6	48	28	2196	0	0
1.146	1	25	115	7	45	22	1383	0	0
1.15	1	23	116	1	15	26	1836	0	0
1.151	1	24	116	2	25	24	1620	0	0
1.153	1	25	116	4	45	22	1383	0	0
1.221	1	15	123	2	1	28	2196	0	0
1.222	1	9	123	3	2	28	2196	0	0
1.223	1	7	123	4	3	28	2196	0	0
1.224	1	10	123	5	4	28	2196	0	0
1.225	1	11	123	6	13	28	2196	0	0
1.226	1	18	123	7	14	28	2196	0	0
1.227	1	14	123	8	16	28	2196	0	0
1.228	1	1	123	9	26	28	2196	0	0
1.229	1	17	123	10	27	28	2196	0	0
1.23	1	3	124	1	28	28	2196	0	0
1.231	1	8	124	2	34	28	2196	0	0
1.232	1	16	124	3	35	28	2196	0	0
1.233	1	5	124	4	36	28	2196	0	0
1.234	1	2	124	5	37	28	2196	0	0
1.235	1	19	124	6	43	28	2196	0	0
1.236	1	6	124	7	44	28	2196	0	0
1.237	1	4	124	8	46	28	2196	0	0
1.238	1	22	124	9	48	28	2196	0	0
1.239	1	12	124	10	49	28	2196	0	0
1.24	1	13	125	1	50	28	2196	0	0
1.241	1	20	125	2	51	28	2196	0	0
1.242	1	21	125	3	53	28	2196	0	0
1.243	1	23	125	4	15	26	1836	0	0
1.244	1	24	125	5	25	24	1620	0	0
1.245	1	22	125	6	48	28	2196	0	0
1.246	1	25	125	7	45	22	1383	0	0
1.25	1	23	126	1	15	26	1836	0	0
1.251	1	24	126	2	25	24	1620	0	0
1.253	1	25	126	4	45	22	1383	0	0
1.321	1	15	133	2	1	28	2196	0	0
1.322	1	9	133	3	2	28	2196	0	0
1.323	1	7	133	4	3	28	2196	0	0
1.324	1	10	133	5	4	28	2196	0	0
1.325	1	11	133	6	13	28	2196	0	0
1.326	1	18	133	7	14	28	2196	0	0
1.327	1	14	133	8	16	28	2196	0	0
1.328	1	1	133	9	26	28	2196	0	0
1.329	1	17	133	10	27	28	2196	0	0
1.33	1	3	134	1	28	28	2196	0	0
1.331	1	8	134	2	34	28	2196	0	0
1.332	1	16	134	3	35	28	2196	0	0
1.333	1	5	134	4	36	28	2196	0	0
1.334	1	2	134	5	37	28	2196	0	0
1.335	1	19	134	6	43	28	2196	0	0
1.336	1	6	134	7	44	28	2196	0	0
1.337	1	4	134	8	46	28	2196	0	0
1.338	1	22	134	9	48	28	2196	0	0
1.339	1	12	134	10	49	28	2196	0	0
1.34	1	13	135	1	50	28	2196	0	0
1.341	1	20	135	2	51	28	2196	0	0
1.342	1	21	135	3	53	28	2196	0	0
1.343	1	23	135	4	15	26	1836	0	0
1.344	1	24	135	5	25	24	1620	0	0
1.345	1	22	135	6	48	28	2196	0	0
1.346	1	25	135	7	45	22	1383	0	0
1.35	1	23	136	1	15	26	1836	0	0
1.351	1	24	136	2	25	24	1620	0	0
1.353	1	25	136	4	45	22	1383	0	0
1.421	1	15	143	2	1	28	2196	0	0
1.422	1	9	143	3	2	28	2196	0	0
1.423	1	7	143	4	3	28	2196	0	0
1.424	1	10	143	5	4	28	2196	0	0
1.425	1	11	143	6	13	28	2196	0	0
1.426	1	18	143	7	14	28	2196	0	0
1.427	1	14	143	8	16	28	2196	0	0
1.428	1	1	143	9	26	28	2196	0	0
1.429	1	17	143	10	27	28	2196	0	0
1.43	1	3	144	1	28	28	2196	0	0
1.431	1	8	144	2	34	28	2196	0	0
1.432	1	16	144	3	35	28	2196	0	0
1.433	1	5	144	4	36	28	2196	0	0
1.434	1	2	144	5	37	28	2196	0	0
1.435	1	19	144	6	43	28	2196	0	0
1.436	1	6	144	7	44	28	2196	0	0
1.437	1	4	144	8	46	28	2196	0	0
1.438	1	22	144	9	48	28	2196	0	0
1.439	1	12	144	10	49	28	2196	0	0
1.44	1	13	145	1	50	28	2196	0	0
1.441	1	20	145	2	51	28	2196	0	0
1.442	1	21	145	3	53	28	2196	0	0
1.443	1	23	145	4	15	26	1836	0	0
1.444	1	24	145	5	25	24	1620	0	0
1.445	1	22	145	6	48	28	2196	0	0
1.446	1	25	145	7	45	22	1383	0	0
1.45	1	23	146	1	15	26	1836	0	0
1.451	1	24	146	2	25	24	1620	0	0
1.453	1	25	146	4	45	22	1383	0	0
1.521	1	15	153	2	1	28	2196	0	0
1.522	1	9	153	3	2	28	2196	0	0
1.523	1	7	153	4	3	28	2196	0	0
1.524	1	10	153	5	4	28	2196	0	0
1.525	1	11	153	6	13	28	2196	0	0
1.526	1	18	153	7	14	28	2196	0	0
1.527	1	14	153	8	16	28	2196	0	0
1.528	1	1	153	9	26	28	2196	0	0
1.529	1	17	153	10	27	28	2196	0	0
1.53	1	3	154	1	28	28	2196	0	0
1.531	1	8	154	2	34	28	2196	0	0
1.532	1	16	154	3	35	28	2196	0	0
1.533	1	5	154	4	36	28	2196	0	0
1.534	1	2	154	5	37	28	2196	0	0
1.535	1	19	154	6	43	28	2196	0	0
1.536	1	6	154	7	44	28	2196	0	0
1.537	1	4	154	8	46	28	2196	0	0
1.538	1	22	154	9	48	28	2196	0	0
1.539	1	12	154	10	49	28	2196	0	0
1.54	1	13	155	1	50	28	2196	0	0
1.541	1	20	155	2	51	28	2196	0	0
1.542	1	21	155	3	53	28	2196	0	0
1.543	1	23	155	4	15	26	1836	0	0
1.544	1	24	155	5	25	24	1620	0	0
1.545	1	22	155	6	48	28	2196	0	0
1.546	1	25	155	7	45	22	1383	0	0
1.55	1	23	156	1	15	26	1836	0	0
1.551	1	24	156	2	25	24	1620	0	0
1.553	1	25	156	4	45	22	1383	0	0
1.621	1	15	163	2	1	28	2196	0	0
1.622	1	9	163	3	2	28	2196	0	0
1.623	1	7	163	4	3	28	2196	0	0
1.624	1	10	163	5	4	28	2196	0	0
1.625	1	11	163	6	13	28	2196	0	0
1.626	1	18	163	7	14	28	2196	0	0
1.627	1	14	163	8	16	28	2196	0	0
1.628	1	1	163	9	26	28	2196	0	0
1.629	1	17	163	10	27	28	2196	0	0
1.63	1	3	164	1	28	28	2196	0	0
1.631	1	8	164	2	34	28	2196	0	0
1.632	1	16	164	3	35	28	2196	0	0
1.633	1	5	164	4	36	28	2196	0	0
1.634	1	2	164	5	37	28	2196	0	0
1.635	1	19	164	6	43	28	2196	0	0
1.636	1	6	164	7	44	28	2196	0	0
1.637	1	4	164	8	46	28	2196	0	0
1.638	1	22	164	9	48	28	2196	0	0
1.639	1	12	164	10	49	28	2196	0	0
1.64	1	13	165	1	50	28	2196	0	0
1.641	1	20	165	2	51	28	2196	0	0
1.642	1	21	165	3	53	28	2196	0	0
1.643	1	23	165	4	15	26	1836	0	0
1.644	1	24	165	5	25	24	1620	0	0
1.645	1	22	165	6	48	28	2196	0	0
1.646	1	25	165	7	45	22	1383	0	0
1.65	1	23	166	1	15	26	1836	0	0
1.651	1	24	166	2	25	24	1620	0	0
1.653	1	25	166	4	45	22	1383	0	0
1.721	1	15	173	2	1	28	2196	0	0
1.722	1	9	173	3	2	28	2196	0	0
1.723	1	7	173	4	3	28	2196	0	0
1.724	1	10	173	5	4	28	2196	0	0
1.725	1	11	173	6	13	28	2196	0	0
1.726	1	18	173	7	14	28	2196	0	0
1.727	1	14	173	8	16	28	2196	0	0
1.728	1	1	173	9	26	28	2196	0	0
1.729	1	17	173	10	27	28	2196	0	0
1.73	1	3	174	1	28	28	2196	0	0
1.731	1	8	174	2	34	28	2196	0	0
1.732	1	16	174	3	35	28	2196	0	0
1.733	1	5	174	4	36	28	2196	0	0
1.734	1	2	174	5	37	28	2196	0	0
1.735	1	19	174	6	43	28	2196	0	0
1.736	1	6	174	7	44	28	2196	0	0
1.737	1	4	174	8	46	28	2196	0	0
1.738	1	22	174	9	48	28	2196	0	0
1.739	1	12	174	10	49	28	2196	0	0
1.74	1	13	175	1	50	28	2196	0	0
1.741	1	20	175	2	51	28	2196	0	0
1.742	1	21	175	3	53	28	2196	0	0
1.743	1	23	175	4	15	26	1836	0	0
1.744	1	24	175	5	25	24	1620	0	0
1.745	1	22	175	6	48	28	2196	0	0
1.746	1	25	175	7	45	22	1383	0	0
1.75	1	23	176	1	15	26	1836	0	0
1.751	1	24	176	2	25	24	1620	0	0
1.753	1	25	176	4	45	22	1383	0	0
1.821	1	15	183	2	1	28	2196	0	0
1.822	1	9	183	3	2	28	2196	0	0
1.823	1	7	183	4	3	28	2196	0	0
1.824	1	10	183	5	4	28	2196	0	0
1.825	1	11	183	6	13	28	2196	0	0
1.826	1	18	183	7	14	28	2196	0	0
1.827	1	14	183	8	16	28	2196	0	0
1.828	1	1	183	9	26	28	2196	0	0
1.829	1	17	183	10	27	28	2196	0	0
1.83	1	3	184	1	28	28	2196	0	0
1.831	1	8	184	2	34	28	2196	0	0
1.832	1	16	184	3	35	28	2196	0	0
1.833	1	5	184	4	36	28	2196	0	0
1.834	1	2	184	5	37	28	2196	0	0
1.835	1	19	184	6	43	28	2196	0	0
1.836	1	6	184	7	44	28	2196	0	0
1.837	1	4	184	8	46	28	2196	0	0
1.838	1	22	184	9	48	28	2196	0	0
1.839	1	12	184	10	49	28	2196	0	0
1.84	1	13	185	1	50	28	2196	0	0
1.841	1	20	185	2	51	28	2196	0	0
1.842	1	21	185	3	53	28	2196	0	0
1.843	1	23	185	4	15	26	1836	0	0
1.844	1	24	185	5	25	24	1620	0	0
1.845	1	22	185	6	48	28	2196	0	0
1.846	1	25	185	7	45	22	1383	0	0
1.85	1	23	186	1	15	26	1836	0	0
1.851	1	24	186	2	25	24	1620	0	0
1.853	1	25	186	4	45	22	1383	0	0
1.921	1	15	193	2	1	28	2196	0	0
1.922	1	9	193	3	2	28	2196	0	0
1.923	1	7	193	4	3	28	2196	0	0
1.924	1	10	193	5	4	28	2196	0	0
1.925	1	11	193	6	13	28	2196	0	0
1.926	1	18	193	7	14	28	2196	0	0
1.927	1	14	193	8	16	28	2196	0	0
1.928	1	1	193	9	26	28	2196	0	0
1.929	1	17	193	10	27	28	2196	0	0
1.93	1	3	194	1	28	28	2196	0	0
1.931	1	8	194	2	34	28	2196	0	0
1.932	1	16	194	3	35	28	2196	0	0
1.933	1	5	194	4	36	28	2196	0	0
1.934	1	2	194	5	37	28	2196	0	0
1.935	1	19	194	6	43	28	2196	0	0
1.936	1	6	194	7	44	28	2196	0	0
1.937	1	4	194	8	46	28	2196	0	0
1.938	1	22	194	9	48	28	2196	0	0
1.939	1	12	194	10	49	28	2196	0	0
1.94	1	13	195	1	50	28	2196	0	0
1.941	1	20	195	2	51	28	2196	0	0
1.942	1	21	195	3	53	28	2196	0	0
1.943	1	23	195	4	15	26	1836	0	0
1.944	1	24	195	5	25	24	1620	0	0
1.945	1	22	195	6	48	28	2196	0	0
1.946	1	25	195	7	45	22	1383	0	0
1.95	1	23	196	1	15	26	1836	0	0
1.951	1	24	196	2	25	24	1620	0	0
1.953	1	25	196	4	45	22	1383	0	0
2.021	1	15	203	2	1	28	2196	0	0
2.022	1	9	203	3	2	28	2196	0	0
2.023	1	7	203	4	3	28	2196	0	0
2.024	1	10	203	5	4	28	2196	0	0
2.025	1	11	203	6	13	28	2196	0	0
2.026	1	18	203	7	14	28	2196	0	0
2.027	1	14	203	8	16	28	2196	0	0
2.028	1	1	203	9	26	28	2196	0	0
2.029	1	17	203	10	27	28	2196	0	0
2.03	1	3	204	1	28	28	2196	0	0
2.031	1	8	204	2	34	28	2196	0	0
2.032	1	16	204	3	35	28	2196	0	0
2.033	1	5	204	4	36	28	2196	0	0
2.034	1	2	204	5	37	28	2196	0	0
2.035	1	19	204	6	43	28	2196	0	0
2.036	1	6	204	7	44	28	2196	0	0
2.037	1	4	204	8	46	28	2196	0	0
2.038	1	22	204	9	48	28	2196	0	0
2.039	1	12	204	10	49	28	2196	0	0
2.04	1	13	205	1	50	28	2196	0	0
2.041	1	20	205	2	51	28	2196	0	0
2.042	1	21	205	3	53	28	2196	0	0
2.043	1	23	205	4	15	26	1836	0	0
2.044	1	24	205	5	25	24	1620	0	0
2.045	1	22	205	6	48	28	2196	0	0
2.046	1	25	205	7	45	22	1383	0	0
2.05	1	23	206	1	15	26	1836	0	0
2.051	1	24	206	2	25	24	1620	0	0
2.053	1	25	206	4	45	22	1383	0	0
2.121	1	15	213	2	1	28	2196	0	0
2.122	1	9	213	3	2	28	2196	0	0
2.123	1	7	213	4	3	28	2196	0	0
2.124	1	10	213	5	4	28	2196	0	0
2.125	1	11	213	6	13	28	2196	0	0
2.126	1	18	213	7	14	28	2196	0	0
2.127	1	14	213	8	16	28	2196	0	0
2.128	1	1	213	9	26	28	2196	0	0
2.129	1	17	213	10	27	28	2196	0	0
2.13	1	3	214	1	28	28	2196	0	0
2.131	1	8	214	2	34	28	2196	0	0
2.132	1	16	214	3	35	28	2196	0	0
2.133	1	5	214	4	36	28	2196	0	0
2.134	1	2	214	5	37	28	2196	0	0
2.135	1	19	214	6	43	28	2196	0	0
2.136	1	6	214	7	44	28	2196	0	0
2.137	1	4	214	8	46	28	2196	0	0
2.138	1	22	214	9	48	28	2196	0	0
2.139	1	12	214	10	49	28	2196	0	0
2.14	1	13	215	1	50	28	2196	0	0
2.141	1	20	215	2	51	28	2196	0	0
2.142	1	21	215	3	53	28	2196	0	0
2.143	1	23	215	4	15	26	1836	0	0
2.144	1	24	215	5	25	24	1620	0	0
